codigo,codigoUf,nomeUf,nomeUfSigla,codigoIbge,Nome,capital
1192,24,Rio Grande do Norte,RN,2410256,Porto do Mangue,false
1193,24,Rio Grande do Norte,RN,2410306,Serra Caiada,false
1194,24,Rio Grande do Norte,RN,2410405,Pureza,false
1195,24,Rio Grande do Norte,RN,2410504,Rafael Fernandes,false
1196,24,Rio Grande do Norte,RN,2410603,Rafael Godeiro,false
1197,24,Rio Grande do Norte,RN,2410702,Riacho da Cruz,false
1198,24,Rio Grande do Norte,RN,2410801,Riacho de Santana,false
1199,24,Rio Grande do Norte,RN,2410900,Riachuelo,false
1200,24,Rio Grande do Norte,RN,2411007,Rodolfo Fernandes,false
1201,24,Rio Grande do Norte,RN,2411056,Tibau,false
1202,24,Rio Grande do Norte,RN,2411106,Ruy Barbosa,false
1203,24,Rio Grande do Norte,RN,2411205,Santa Cruz,false
1204,24,Rio Grande do Norte,RN,2411403,Santana do Matos,false
1205,24,Rio Grande do Norte,RN,2411429,Santana do Seridó,false
1206,24,Rio Grande do Norte,RN,2411502,Santo Antônio,false
1207,24,Rio Grande do Norte,RN,2411601,São Bento do Norte,false
1208,24,Rio Grande do Norte,RN,2411700,São Bento do Trairí,false
1209,24,Rio Grande do Norte,RN,2411809,São Fernando,false
1210,24,Rio Grande do Norte,RN,2411908,São Francisco do Oeste,false
1211,24,Rio Grande do Norte,RN,2412005,São Gonçalo do Amarante,false
1212,24,Rio Grande do Norte,RN,2412104,São João do Sabugi,false
1213,24,Rio Grande do Norte,RN,2412203,São José de Mipibu,false
1214,24,Rio Grande do Norte,RN,2412302,São José do Campestre,false
1215,24,Rio Grande do Norte,RN,2412401,São José do Seridó,false
1216,24,Rio Grande do Norte,RN,2412500,São Miguel,false
1217,24,Rio Grande do Norte,RN,2412559,São Miguel do Gostoso,false
1218,24,Rio Grande do Norte,RN,2412609,São Paulo do Potengi,false
1219,24,Rio Grande do Norte,RN,2412708,São Pedro,false
1220,24,Rio Grande do Norte,RN,2412807,São Rafael,false
1221,24,Rio Grande do Norte,RN,2412906,São Tomé,false
1222,24,Rio Grande do Norte,RN,2413003,São Vicente,false
1223,24,Rio Grande do Norte,RN,2413102,Senador Elói de Souza,false
1224,24,Rio Grande do Norte,RN,2413201,Senador Georgino Avelino,false
1225,24,Rio Grande do Norte,RN,2413300,Serra de São Bento,false
1226,24,Rio Grande do Norte,RN,2413359,Serra do Mel,false
1227,24,Rio Grande do Norte,RN,2413409,Serra Negra do Norte,false
1228,24,Rio Grande do Norte,RN,2413508,Serrinha,false
1229,24,Rio Grande do Norte,RN,2413557,Serrinha dos Pintos,false
1230,24,Rio Grande do Norte,RN,2413607,Severiano Melo,false
1231,24,Rio Grande do Norte,RN,2413706,Sítio Novo,false
1232,24,Rio Grande do Norte,RN,2413805,Taboleiro Grande,false
1233,24,Rio Grande do Norte,RN,2413904,Taipu,false
1234,24,Rio Grande do Norte,RN,2414001,Tangará,false
1235,24,Rio Grande do Norte,RN,2414100,Tenente Ananias,false
1236,24,Rio Grande do Norte,RN,2414159,Tenente Laurentino Cruz,false
1237,24,Rio Grande do Norte,RN,2414209,Tibau do Sul,false
1238,24,Rio Grande do Norte,RN,2414308,Timbaúba dos Batistas,false
1239,24,Rio Grande do Norte,RN,2414407,Touros,false
1240,24,Rio Grande do Norte,RN,2414456,Triunfo Potiguar,false
1241,24,Rio Grande do Norte,RN,2414506,Umarizal,false
1242,24,Rio Grande do Norte,RN,2414605,Upanema,false
1243,24,Rio Grande do Norte,RN,2414704,Várzea,false
1244,24,Rio Grande do Norte,RN,2414753,Venha-Ver,false
1245,24,Rio Grande do Norte,RN,2414803,Vera Cruz,false
1246,24,Rio Grande do Norte,RN,2414902,Viçosa,false
1247,24,Rio Grande do Norte,RN,2415008,Vila Flor,false
1248,25,Paraíba,PB,2500106,Água Branca,false
1249,25,Paraíba,PB,2500205,Aguiar,false
1250,25,Paraíba,PB,2500304,Alagoa Grande,false
1251,25,Paraíba,PB,2500403,Alagoa Nova,false
1252,25,Paraíba,PB,2500502,Alagoinha,false
1253,25,Paraíba,PB,2500536,Alcantil,false
1254,25,Paraíba,PB,2500577,Algodão de Jandaíra,false
1255,25,Paraíba,PB,2500601,Alhandra,false
1256,25,Paraíba,PB,2500700,São João do Rio do Peixe,false
1257,25,Paraíba,PB,2500734,Amparo,false
1258,25,Paraíba,PB,2500775,Aparecida,false
1259,25,Paraíba,PB,2500809,Araçagi,false
1260,25,Paraíba,PB,2500908,Arara,false
1261,25,Paraíba,PB,2501005,Araruna,false
1262,25,Paraíba,PB,2501104,Areia,false
1263,25,Paraíba,PB,2501153,Areia de Baraúnas,false
1264,25,Paraíba,PB,2501203,Areial,false
1265,25,Paraíba,PB,2501302,Aroeiras,false
1266,25,Paraíba,PB,2501351,Assunção,false
1267,25,Paraíba,PB,2501401,Baía da Traição,false
1268,25,Paraíba,PB,2501500,Bananeiras,false
1269,25,Paraíba,PB,2501534,Baraúna,false
1270,25,Paraíba,PB,2501575,Barra de Santana,false
1271,25,Paraíba,PB,2501609,Barra de Santa Rosa,false
1272,25,Paraíba,PB,2501708,Barra de São Miguel,false
1273,25,Paraíba,PB,2501807,Bayeux,false
1274,25,Paraíba,PB,2501906,Belém,false
1275,25,Paraíba,PB,2502003,Belém do Brejo do Cruz,false
1276,25,Paraíba,PB,2502052,Bernardino Batista,false
1277,25,Paraíba,PB,2502102,Boa Ventura,false
1278,25,Paraíba,PB,2502151,Boa Vista,false
1279,25,Paraíba,PB,2502201,Bom Jesus,false
1280,25,Paraíba,PB,2502300,Bom Sucesso,false
1281,25,Paraíba,PB,2502409,Bonito de Santa Fé,false
1282,25,Paraíba,PB,2502508,Boqueirão,false
1283,25,Paraíba,PB,2502607,Igaracy,false
1284,25,Paraíba,PB,2502706,Borborema,false
1285,25,Paraíba,PB,2502805,Brejo do Cruz,false
1286,25,Paraíba,PB,2502904,Brejo dos Santos,false
1287,25,Paraíba,PB,2503001,Caaporã,false
1288,25,Paraíba,PB,2503100,Cabaceiras,false
1289,25,Paraíba,PB,2503209,Cabedelo,false
1290,25,Paraíba,PB,2503308,Cachoeira dos Índios,false
1291,25,Paraíba,PB,2503407,Cacimba de Areia,false
1292,25,Paraíba,PB,2503506,Cacimba de Dentro,false
1293,25,Paraíba,PB,2503555,Cacimbas,false
1294,25,Paraíba,PB,2503605,Caiçara,false
1295,25,Paraíba,PB,2503704,Cajazeiras,false
1296,25,Paraíba,PB,2503753,Cajazeirinhas,false
1297,25,Paraíba,PB,2503803,Caldas Brandão,false
1298,25,Paraíba,PB,2503902,Camalaú,false
1299,25,Paraíba,PB,2504009,Campina Grande,false
1300,25,Paraíba,PB,2504033,Capim,false
1301,25,Paraíba,PB,2504074,Caraúbas,false
1302,25,Paraíba,PB,2504108,Carrapateira,false
1303,25,Paraíba,PB,2504157,Casserengue,false
1304,25,Paraíba,PB,2504207,Catingueira,false
1305,25,Paraíba,PB,2504306,Catolé do Rocha,false
1306,25,Paraíba,PB,2504355,Caturité,false
1307,25,Paraíba,PB,2504405,Conceição,false
1308,25,Paraíba,PB,2504504,Condado,false
1309,25,Paraíba,PB,2504603,Conde,false
1310,25,Paraíba,PB,2504702,Congo,false
1311,25,Paraíba,PB,2504801,Coremas,false
1312,25,Paraíba,PB,2504850,Coxixola,false
1313,25,Paraíba,PB,2504900,Cruz do Espírito Santo,false
1314,25,Paraíba,PB,2505006,Cubati,false
1315,25,Paraíba,PB,2505105,Cuité,false
1316,25,Paraíba,PB,2505204,Cuitegi,false
1317,25,Paraíba,PB,2505238,Cuité de Mamanguape,false
1318,25,Paraíba,PB,2505279,Curral de Cima,false
1319,25,Paraíba,PB,2505303,Curral Velho,false
1320,25,Paraíba,PB,2505352,Damião,false
1321,25,Paraíba,PB,2505402,Desterro,false
1322,25,Paraíba,PB,2505501,Vista Serrana,false
1323,25,Paraíba,PB,2505600,Diamante,false
1324,25,Paraíba,PB,2505709,Dona Inês,false
1325,25,Paraíba,PB,2505808,Duas Estradas,false
1326,25,Paraíba,PB,2505907,Emas,false
1327,25,Paraíba,PB,2506004,Esperança,false
1328,25,Paraíba,PB,2506103,Fagundes,false
1329,25,Paraíba,PB,2506202,Frei Martinho,false
1330,25,Paraíba,PB,2506251,Gado Bravo,false
1331,25,Paraíba,PB,2506301,Guarabira,false
1332,25,Paraíba,PB,2506400,Gurinhém,false
1333,25,Paraíba,PB,2506509,Gurjão,false
1334,25,Paraíba,PB,2506608,Ibiara,false
1335,25,Paraíba,PB,2506707,Imaculada,false
1336,25,Paraíba,PB,2506806,Ingá,false
1337,25,Paraíba,PB,2506905,Itabaiana,false
1338,25,Paraíba,PB,2507002,Itaporanga,false
1339,25,Paraíba,PB,2507101,Itapororoca,false
1340,25,Paraíba,PB,2507200,Itatuba,false
1341,25,Paraíba,PB,2507309,Jacaraú,false
1342,25,Paraíba,PB,2507408,Jericó,false
1343,25,Paraíba,PB,2507507,João Pessoa,true
1344,25,Paraíba,PB,2507606,Juarez Távora,false
1345,25,Paraíba,PB,2507705,Juazeirinho,false
1346,25,Paraíba,PB,2507804,Junco do Seridó,false
1347,25,Paraíba,PB,2507903,Juripiranga,false
1348,25,Paraíba,PB,2508000,Juru,false
1349,25,Paraíba,PB,2508109,Lagoa,false
1350,25,Paraíba,PB,2508208,Lagoa de Dentro,false
1351,25,Paraíba,PB,2508307,Lagoa Seca,false
1352,25,Paraíba,PB,2508406,Lastro,false
1353,25,Paraíba,PB,2508505,Livramento,false
1354,25,Paraíba,PB,2508554,Logradouro,false
1355,25,Paraíba,PB,2508604,Lucena,false
1356,25,Paraíba,PB,2508703,Mãe D'água,false
1357,25,Paraíba,PB,2508802,Malta,false
1358,25,Paraíba,PB,2508901,Mamanguape,false
1359,25,Paraíba,PB,2509008,Manaíra,false
1360,25,Paraíba,PB,2509057,Marcação,false
1361,25,Paraíba,PB,2509107,Mari,false
1362,25,Paraíba,PB,2509156,Marizópolis,false
1363,25,Paraíba,PB,2509206,Massaranduba,false
1364,25,Paraíba,PB,2509305,Mataraca,false
1365,25,Paraíba,PB,2509339,Matinhas,false
1366,25,Paraíba,PB,2509370,Mato Grosso,false
1367,25,Paraíba,PB,2509396,Maturéia,false
1368,25,Paraíba,PB,2509404,Mogeiro,false
1369,25,Paraíba,PB,2509503,Montadas,false
1370,25,Paraíba,PB,2509602,Monte Horebe,false
1371,25,Paraíba,PB,2509701,Monteiro,false
1372,25,Paraíba,PB,2509800,Mulungu,false
1373,25,Paraíba,PB,2509909,Natuba,false
1374,25,Paraíba,PB,2510006,Nazarezinho,false
1375,25,Paraíba,PB,2510105,Nova Floresta,false
1376,25,Paraíba,PB,2510204,Nova Olinda,false
1377,25,Paraíba,PB,2510303,Nova Palmeira,false
1378,25,Paraíba,PB,2510402,Olho D'água,false
1379,25,Paraíba,PB,2510501,Olivedos,false
1380,25,Paraíba,PB,2510600,Ouro Velho,false
1381,25,Paraíba,PB,2510659,Parari,false
1382,25,Paraíba,PB,2510709,Passagem,false
1383,25,Paraíba,PB,2510808,Patos,false
1384,25,Paraíba,PB,2510907,Paulista,false
1385,25,Paraíba,PB,2511004,Pedra Branca,false
1386,25,Paraíba,PB,2511103,Pedra Lavrada,false
1387,25,Paraíba,PB,2511202,Pedras de Fogo,false
1388,25,Paraíba,PB,2511301,Piancó,false
1389,25,Paraíba,PB,2511400,Picuí,false
1390,25,Paraíba,PB,2511509,Pilar,false
1391,25,Paraíba,PB,2511608,Pilões,false
1392,25,Paraíba,PB,2511707,Pilõezinhos,false
1393,25,Paraíba,PB,2511806,Pirpirituba,false
1394,25,Paraíba,PB,2511905,Pitimbu,false
1395,25,Paraíba,PB,2512002,Pocinhos,false
1396,25,Paraíba,PB,2512036,Poço Dantas,false
1397,25,Paraíba,PB,2512077,Poço de José de Moura,false
1398,25,Paraíba,PB,2512101,Pombal,false
1399,25,Paraíba,PB,2512200,Prata,false
1400,25,Paraíba,PB,2512309,Princesa Isabel,false
1401,25,Paraíba,PB,2512408,Puxinanã,false
1402,25,Paraíba,PB,2512507,Queimadas,false
1403,25,Paraíba,PB,2512606,Quixaba,false
1404,25,Paraíba,PB,2512705,Remígio,false
1405,25,Paraíba,PB,2512721,Pedro Régis,false
1406,25,Paraíba,PB,2512747,Riachão,false
1407,25,Paraíba,PB,2512754,Riachão do Bacamarte,false
1408,25,Paraíba,PB,2512762,Riachão do Poço,false
1409,25,Paraíba,PB,2512788,Riacho de Santo Antônio,false
1410,25,Paraíba,PB,2512804,Riacho dos Cavalos,false
1411,25,Paraíba,PB,2512903,Rio Tinto,false
1412,25,Paraíba,PB,2513000,Salgadinho,false
1413,25,Paraíba,PB,2513109,Salgado de São Félix,false
1414,25,Paraíba,PB,2513158,Santa Cecília,false
1415,25,Paraíba,PB,2513208,Santa Cruz,false
1416,25,Paraíba,PB,2513307,Santa Helena,false
1417,25,Paraíba,PB,2513356,Santa Inês,false
1418,25,Paraíba,PB,2513406,Santa Luzia,false
1419,25,Paraíba,PB,2513505,Santana de Mangueira,false
1420,25,Paraíba,PB,2513604,Santana dos Garrotes,false
1421,25,Paraíba,PB,2513653,Joca Claudino,false
1422,25,Paraíba,PB,2513703,Santa Rita,false
1423,25,Paraíba,PB,2513802,Santa Teresinha,false
1424,25,Paraíba,PB,2513851,Santo André,false
1425,25,Paraíba,PB,2513901,São Bento,false
1426,25,Paraíba,PB,2513927,São Bentinho,false
1427,25,Paraíba,PB,2513943,São Domingos do Cariri,false
1428,25,Paraíba,PB,2513968,São Domingos,false
1429,25,Paraíba,PB,2513984,São Francisco,false
1430,25,Paraíba,PB,2514008,São João do Cariri,false
1431,25,Paraíba,PB,2514107,São João do Tigre,false
1432,25,Paraíba,PB,2514206,São José da Lagoa Tapada,false
1433,25,Paraíba,PB,2514305,São José de Caiana,false
1434,25,Paraíba,PB,2514404,São José de Espinharas,false
1435,25,Paraíba,PB,2514453,São José dos Ramos,false
1436,25,Paraíba,PB,2514503,São José de Piranhas,false
1437,25,Paraíba,PB,2514552,São José de Princesa,false
1438,25,Paraíba,PB,2514602,São José do Bonfim,false
1439,25,Paraíba,PB,2514651,São José do Brejo do Cruz,false
1440,25,Paraíba,PB,2514701,São José do Sabugi,false
1441,25,Paraíba,PB,2514800,São José dos Cordeiros,false
1442,25,Paraíba,PB,2514909,São Mamede,false
1443,25,Paraíba,PB,2515005,São Miguel de Taipu,false
1444,25,Paraíba,PB,2515104,São Sebastião de Lagoa de Roça,false
1445,25,Paraíba,PB,2515203,São Sebastião do Umbuzeiro,false
1446,25,Paraíba,PB,2515302,Sapé,false
1447,25,Paraíba,PB,2515401,São Vicente do Seridó,false
1448,25,Paraíba,PB,2515500,Serra Branca,false
1449,25,Paraíba,PB,2515609,Serra da Raiz,false
1450,25,Paraíba,PB,2515708,Serra Grande,false
1451,25,Paraíba,PB,2515807,Serra Redonda,false
1452,25,Paraíba,PB,2515906,Serraria,false
1453,25,Paraíba,PB,2515930,Sertãozinho,false
1454,25,Paraíba,PB,2515971,Sobrado,false
1455,25,Paraíba,PB,2516003,Solânea,false
1456,25,Paraíba,PB,2516102,Soledade,false
1457,25,Paraíba,PB,2516151,Sossêgo,false
1458,25,Paraíba,PB,2516201,Sousa,false
1459,25,Paraíba,PB,2516300,Sumé,false
1460,25,Paraíba,PB,2516409,Tacima,false
1461,25,Paraíba,PB,2516508,Taperoá,false
1462,25,Paraíba,PB,2516607,Tavares,false
1463,25,Paraíba,PB,2516706,Teixeira,false
1464,25,Paraíba,PB,2516755,Tenório,false
1465,25,Paraíba,PB,2516805,Triunfo,false
1466,25,Paraíba,PB,2516904,Uiraúna,false
1467,25,Paraíba,PB,2517001,Umbuzeiro,false
1468,25,Paraíba,PB,2517100,Várzea,false
1469,25,Paraíba,PB,2517209,Vieirópolis,false
1470,25,Paraíba,PB,2517407,Zabelê,false
1471,26,Pernambuco,PE,2600054,Abreu E Lima,false
1472,26,Pernambuco,PE,2600104,Afogados da Ingazeira,false
1473,26,Pernambuco,PE,2600203,Afrânio,false
1474,26,Pernambuco,PE,2600302,Agrestina,false
1475,26,Pernambuco,PE,2600401,Água Preta,false
1476,26,Pernambuco,PE,2600500,Águas Belas,false
1477,26,Pernambuco,PE,2600609,Alagoinha,false
1478,26,Pernambuco,PE,2600708,Aliança,false
1479,26,Pernambuco,PE,2600807,Altinho,false
1480,26,Pernambuco,PE,2600906,Amaraji,false
1481,26,Pernambuco,PE,2601003,Angelim,false
1482,26,Pernambuco,PE,2601052,Araçoiaba,false
1483,26,Pernambuco,PE,2601102,Araripina,false
1484,26,Pernambuco,PE,2601201,Arcoverde,false
1485,26,Pernambuco,PE,2601300,Barra de Guabiraba,false
1486,26,Pernambuco,PE,2601409,Barreiros,false
1487,26,Pernambuco,PE,2601508,Belém de Maria,false
1488,26,Pernambuco,PE,2601607,Belém do São Francisco,false
1489,26,Pernambuco,PE,2601706,Belo Jardim,false
1490,26,Pernambuco,PE,2601805,Betânia,false
1491,26,Pernambuco,PE,2601904,Bezerros,false
1492,26,Pernambuco,PE,2602001,Bodocó,false
1493,26,Pernambuco,PE,2602100,Bom Conselho,false
1494,26,Pernambuco,PE,2602209,Bom Jardim,false
1495,26,Pernambuco,PE,2602308,Bonito,false
1496,26,Pernambuco,PE,2602407,Brejão,false
1497,26,Pernambuco,PE,2602506,Brejinho,false
1498,26,Pernambuco,PE,2602605,Brejo da Madre de Deus,false
1499,26,Pernambuco,PE,2602704,Buenos Aires,false
1500,26,Pernambuco,PE,2602803,Buíque,false
1501,26,Pernambuco,PE,2602902,Cabo de Santo Agostinho,false
1502,26,Pernambuco,PE,2603009,Cabrobó,false
1503,26,Pernambuco,PE,2603108,Cachoeirinha,false
1504,26,Pernambuco,PE,2603207,Caetés,false
1505,26,Pernambuco,PE,2603306,Calçado,false
1506,26,Pernambuco,PE,2603405,Calumbi,false
1507,26,Pernambuco,PE,2603454,Camaragibe,false
1508,26,Pernambuco,PE,2603504,Camocim de São Félix,false
1509,26,Pernambuco,PE,2603603,Camutanga,false
1510,26,Pernambuco,PE,2603702,Canhotinho,false
1511,26,Pernambuco,PE,2603801,Capoeiras,false
1512,26,Pernambuco,PE,2603900,Carnaíba,false
1513,26,Pernambuco,PE,2603926,Carnaubeira da Penha,false
1514,26,Pernambuco,PE,2604007,Carpina,false
1515,26,Pernambuco,PE,2604106,Caruaru,false
1516,26,Pernambuco,PE,2604155,Casinhas,false
1517,26,Pernambuco,PE,2604205,Catende,false
1518,26,Pernambuco,PE,2604304,Cedro,false
1519,26,Pernambuco,PE,2604403,Chã de Alegria,false
1520,26,Pernambuco,PE,2604502,Chã Grande,false
1521,26,Pernambuco,PE,2604601,Condado,false
1522,26,Pernambuco,PE,2604700,Correntes,false
1523,26,Pernambuco,PE,2604809,Cortês,false
1524,26,Pernambuco,PE,2604908,Cumaru,false
1525,26,Pernambuco,PE,2605004,Cupira,false
1526,26,Pernambuco,PE,2605103,Custódia,false
1527,26,Pernambuco,PE,2605152,Dormentes,false
1528,26,Pernambuco,PE,2605202,Escada,false
1529,26,Pernambuco,PE,2605301,Exu,false
1530,26,Pernambuco,PE,2605400,Feira Nova,false
1531,26,Pernambuco,PE,2605459,Fernando de Noronha,false
1532,26,Pernambuco,PE,2605509,Ferreiros,false
1533,26,Pernambuco,PE,2605608,Flores,false
1534,26,Pernambuco,PE,2605707,Floresta,false
1535,26,Pernambuco,PE,2605806,Frei Miguelinho,false
1536,26,Pernambuco,PE,2605905,Gameleira,false
1537,26,Pernambuco,PE,2606002,Garanhuns,false
1538,26,Pernambuco,PE,2606101,Glória do Goitá,false
1539,26,Pernambuco,PE,2606200,Goiana,false
1540,26,Pernambuco,PE,2606309,Granito,false
1541,26,Pernambuco,PE,2606408,Gravatá,false
1542,26,Pernambuco,PE,2606507,Iati,false
1543,26,Pernambuco,PE,2606606,Ibimirim,false
1544,26,Pernambuco,PE,2606705,Ibirajuba,false
1545,26,Pernambuco,PE,2606804,Igarassu,false
1546,26,Pernambuco,PE,2606903,Iguaracy,false
1547,26,Pernambuco,PE,2607000,Inajá,false
1548,26,Pernambuco,PE,2607109,Ingazeira,false
1549,26,Pernambuco,PE,2607208,Ipojuca,false
1550,26,Pernambuco,PE,2607307,Ipubi,false
1551,26,Pernambuco,PE,2607406,Itacuruba,false
1552,26,Pernambuco,PE,2607505,Itaíba,false
1553,26,Pernambuco,PE,2607604,Ilha de Itamaracá,false
1554,26,Pernambuco,PE,2607653,Itambé,false
1555,26,Pernambuco,PE,2607703,Itapetim,false
1556,26,Pernambuco,PE,2607752,Itapissuma,false
1557,26,Pernambuco,PE,2607802,Itaquitinga,false
1558,26,Pernambuco,PE,2607901,Jaboatão dos Guararapes,false
1559,26,Pernambuco,PE,2607950,Jaqueira,false
1560,26,Pernambuco,PE,2608008,Jataúba,false
1561,26,Pernambuco,PE,2608057,Jatobá,false
1562,26,Pernambuco,PE,2608107,João Alfredo,false
1563,26,Pernambuco,PE,2608206,Joaquim Nabuco,false
1564,26,Pernambuco,PE,2608255,Jucati,false
1565,26,Pernambuco,PE,2608305,Jupi,false
1566,26,Pernambuco,PE,2608404,Jurema,false
1567,26,Pernambuco,PE,2608453,Lagoa do Carro,false
1568,26,Pernambuco,PE,2608503,Lagoa de Itaenga,false
1569,26,Pernambuco,PE,2608602,Lagoa do Ouro,false
1570,26,Pernambuco,PE,2608701,Lagoa dos Gatos,false
1571,26,Pernambuco,PE,2608750,Lagoa Grande,false
1572,26,Pernambuco,PE,2608800,Lajedo,false
1573,26,Pernambuco,PE,2608909,Limoeiro,false
1574,26,Pernambuco,PE,2609006,Macaparana,false
1575,26,Pernambuco,PE,2609105,Machados,false
1576,26,Pernambuco,PE,2609154,Manari,false
1577,26,Pernambuco,PE,2609204,Maraial,false
1578,26,Pernambuco,PE,2609303,Mirandiba,false
1579,26,Pernambuco,PE,2609402,Moreno,false
1580,26,Pernambuco,PE,2609501,Nazaré da Mata,false
1581,26,Pernambuco,PE,2609600,Olinda,false
1582,26,Pernambuco,PE,2609709,Orobó,false
1583,26,Pernambuco,PE,2609808,Orocó,false
1584,26,Pernambuco,PE,2609907,Ouricuri,false
1585,26,Pernambuco,PE,2610004,Palmares,false
1586,26,Pernambuco,PE,2610103,Palmeirina,false
1587,26,Pernambuco,PE,2610202,Panelas,false
1588,26,Pernambuco,PE,2610301,Paranatama,false
1589,26,Pernambuco,PE,2610400,Parnamirim,false
1590,26,Pernambuco,PE,2610509,Passira,false
1591,26,Pernambuco,PE,2610608,Paudalho,false
1592,26,Pernambuco,PE,2610707,Paulista,false
1593,26,Pernambuco,PE,2610806,Pedra,false
1594,26,Pernambuco,PE,2610905,Pesqueira,false
1595,26,Pernambuco,PE,2611002,Petrolândia,false
1596,26,Pernambuco,PE,2611101,Petrolina,false
1597,26,Pernambuco,PE,2611200,Poção,false
1598,26,Pernambuco,PE,2611309,Pombos,false
1599,26,Pernambuco,PE,2611408,Primavera,false
1600,26,Pernambuco,PE,2611507,Quipapá,false
1601,26,Pernambuco,PE,2611533,Quixaba,false
1602,26,Pernambuco,PE,2611606,Recife,true
1603,26,Pernambuco,PE,2611705,Riacho das Almas,false
1604,26,Pernambuco,PE,2611804,Ribeirão,false
1605,26,Pernambuco,PE,2611903,Rio Formoso,false
1606,26,Pernambuco,PE,2612000,Sairé,false
1607,26,Pernambuco,PE,2612109,Salgadinho,false
1608,26,Pernambuco,PE,2612208,Salgueiro,false
1609,26,Pernambuco,PE,2612307,Saloá,false
1610,26,Pernambuco,PE,2612406,Sanharó,false
1611,26,Pernambuco,PE,2612455,Santa Cruz,false
1612,26,Pernambuco,PE,2612471,Santa Cruz da Baixa Verde,false
1613,26,Pernambuco,PE,2612505,Santa Cruz do Capibaribe,false
1614,26,Pernambuco,PE,2612554,Santa Filomena,false
1615,26,Pernambuco,PE,2612604,Santa Maria da Boa Vista,false
1616,26,Pernambuco,PE,2612703,Santa Maria do Cambucá,false
1617,26,Pernambuco,PE,2612802,Santa Terezinha,false
1618,26,Pernambuco,PE,2612901,São Benedito do Sul,false
1619,26,Pernambuco,PE,2613008,São Bento do Una,false
1620,26,Pernambuco,PE,2613107,São Caitano,false
1621,26,Pernambuco,PE,2613206,São João,false
1622,26,Pernambuco,PE,2613305,São Joaquim do Monte,false
1623,26,Pernambuco,PE,2613404,São José da Coroa Grande,false
1624,26,Pernambuco,PE,2613503,São José do Belmonte,false
1625,26,Pernambuco,PE,2613602,São José do Egito,false
1626,26,Pernambuco,PE,2613701,São Lourenço da Mata,false
1627,26,Pernambuco,PE,2613800,São Vicente Férrer,false
1628,26,Pernambuco,PE,2613909,Serra Talhada,false
1629,26,Pernambuco,PE,2614006,Serrita,false
1630,26,Pernambuco,PE,2614105,Sertânia,false
1631,26,Pernambuco,PE,2614204,Sirinhaém,false
1632,26,Pernambuco,PE,2614303,Moreilândia,false
1633,26,Pernambuco,PE,2614402,Solidão,false
1634,26,Pernambuco,PE,2614501,Surubim,false
1635,26,Pernambuco,PE,2614600,Tabira,false
1636,26,Pernambuco,PE,2614709,Tacaimbó,false
1637,26,Pernambuco,PE,2614808,Tacaratu,false
1638,26,Pernambuco,PE,2614857,Tamandaré,false
1639,26,Pernambuco,PE,2615003,Taquaritinga do Norte,false
1640,26,Pernambuco,PE,2615102,Terezinha,false
1641,26,Pernambuco,PE,2615201,Terra Nova,false
1642,26,Pernambuco,PE,2615300,Timbaúba,false
1643,26,Pernambuco,PE,2615409,Toritama,false
1644,26,Pernambuco,PE,2615508,Tracunhaém,false
1645,26,Pernambuco,PE,2615607,Trindade,false
1646,26,Pernambuco,PE,2615706,Triunfo,false
1647,26,Pernambuco,PE,2615805,Tupanatinga,false
1648,26,Pernambuco,PE,2615904,Tuparetama,false
1649,26,Pernambuco,PE,2616001,Venturosa,false
1650,26,Pernambuco,PE,2616100,Verdejante,false
1651,26,Pernambuco,PE,2616183,Vertente do Lério,false
1652,26,Pernambuco,PE,2616209,Vertentes,false
1653,26,Pernambuco,PE,2616308,Vicência,false
1654,26,Pernambuco,PE,2616407,Vitória de Santo Antão,false
1655,26,Pernambuco,PE,2616506,Xexéu,false
1656,27,Alagoas,AL,2700102,Água Branca,false
1657,27,Alagoas,AL,2700201,Anadia,false
1658,27,Alagoas,AL,2700300,Arapiraca,false
1659,27,Alagoas,AL,2700409,Atalaia,false
1660,27,Alagoas,AL,2700508,Barra de Santo Antônio,false
1661,27,Alagoas,AL,2700607,Barra de São Miguel,false
1662,27,Alagoas,AL,2700706,Batalha,false
1663,27,Alagoas,AL,2700805,Belém,false
1664,27,Alagoas,AL,2700904,Belo Monte,false
1665,27,Alagoas,AL,2701001,Boca da Mata,false
1666,27,Alagoas,AL,2701100,Branquinha,false
1667,27,Alagoas,AL,2701209,Cacimbinhas,false
1668,27,Alagoas,AL,2701308,Cajueiro,false
1669,27,Alagoas,AL,2701357,Campestre,false
1670,27,Alagoas,AL,2701407,Campo Alegre,false
1671,27,Alagoas,AL,2701506,Campo Grande,false
1672,27,Alagoas,AL,2701605,Canapi,false
1673,27,Alagoas,AL,2701704,Capela,false
1674,27,Alagoas,AL,2701803,Carneiros,false
1675,27,Alagoas,AL,2701902,Chã Preta,false
1676,27,Alagoas,AL,2702009,Coité do Nóia,false
1677,27,Alagoas,AL,2702108,Colônia Leopoldina,false
1678,27,Alagoas,AL,2702207,Coqueiro Seco,false
1679,27,Alagoas,AL,2702306,Coruripe,false
1680,27,Alagoas,AL,2702355,Craíbas,false
1681,27,Alagoas,AL,2702405,Delmiro Gouveia,false
1682,27,Alagoas,AL,2702504,Dois Riachos,false
1683,27,Alagoas,AL,2702553,Estrela de Alagoas,false
1684,27,Alagoas,AL,2702603,Feira Grande,false
1685,27,Alagoas,AL,2702702,Feliz Deserto,false
